Frequency (Hz),Channel 1 Magnitude (X)
58238.2,0.9069952097679288
58414.1,0.9057947980621998
58590,0.9068862768178656
58765.9,0.907197575414828
58941.8,0.9073897462995133
59117.7,0.9073111668911711
59293.6,0.9068526419573157
59469.5,0.9069526062222568
59645.4,0.9072297878552751
59821.3,0.9066341170586965
59997.2,0.9064164213191757
60173.1,0.905285318929651
60349,0.9063449857490707
60524.9,0.9066780312499765
60700.8,0.9065497254861744
60876.7,0.9067698548997659
61052.6,0.9066375835033491
61228.5,0.9064532918807747
61404.4,0.9066157424761545
61580.3,0.9063473309756336
61756.2,0.9059178481014829
61932.1,0.90515800443095
62108,0.9057958124374268
62283.9,0.9063788543014375
62459.8,0.9062159639409165
62635.7,0.9060939892038438
62811.6,0.9062172636494737
62987.5,0.9061965838839867
63163.4,0.9062090076036565
63339.3,0.9060035473674202
63515.2,0.9052104633913907
63691.1,0.9045778856611879
63867,0.9055006661751475
64042.9,0.9060074400097344
64218.8,0.906062473728144
64394.7,0.9058553607246786
64570.6,0.9057580806176381
64746.5,0.9058204976186712
64922.4,0.9057723835220004
65098.3,0.9056403735829127
65274.2,0.9058101810715141
65450.1,0.905609456933034
65626,0.9056310145183313
65801.89999999999,0.9052639254875647
65977.8,0.9044528221736587
66153.7,0.9039228959788734
66329.60000000001,0.904833983988143
66505.5,0.9051743044396648
66681.39999999999,0.905232511789803
66857.3,0.9050853448002522
67033.2,0.9052155679533734
67209.10000000001,0.9048859557800523
67385,0.9050262825835366
67560.89999999999,0.9048182319837418
67736.8,0.9046751646352917
67912.7,0.9045433234735436
68088.60000000001,0.903941472401939
68264.5,0.9038403038273448
68440.39999999999,0.9042690598724128
68616.3,0.9047429961622698
68792.2,0.9046453370261218
68968.10000000001,0.9045168917562132
69144,0.9048286762715702
69319.89999999999,0.9046226722519306
69495.8,0.9049195947972488
69671.7,0.9042065283583718
69847.60000000001,0.904179234805143
70023.5,0.9037257038121624
70199.39999999999,0.9028495419196894
70375.3,0.9036422734027033
70551.2,0.9042035919558176
70727.10000000001,0.9041890992203394
70903,0.9040167778112187
71078.89999999999,0.9042927590435967
71254.8,0.9041253179516326
71430.7,0.9043852583727503
71606.60000000001,0.9041045497879582
71782.5,0.904084228518654
71958.39999999999,0.9033890847011863
72134.3,0.9029585754817113
72310.2,0.9028376651196518
72486.10000000001,0.9034058137131671
72662,0.9035600159764225
72837.89999999999,0.9036391151630525
73013.8,0.9038402296453071
73189.7,0.9035210175163595
73365.60000000001,0.9033639689022299
73541.5,0.9035848838309174
73717.39999999999,0.9038164727497691
73893.3,0.9031434835850209
74069.2,0.9028149414395596
74245.10000000001,0.9015832958411312
74421,0.9026246442359258
74596.89999999999,0.9032561444485753
74772.8,0.9032348025522651
74948.7,0.903180102794484
75124.60000000001,0.9031120357187127
75300.5,0.9032569964693822
75476.39999999999,0.9028373106477869
75652.3,0.9030724151372566
75828.2,0.9032122757216757
76004.10000000001,0.902578842009939
76180,0.9021989777319789
76355.89999999999,0.9020076612383814
76531.8,0.9026451593627245
76707.7,0.9027778174416414
76883.60000000001,0.9031180964112588
77059.5,0.9031976688081618
77235.39999999999,0.9028065682793385
77411.3,0.902638564158381
77587.2,0.9027318502421783
77763.10000000001,0.9028261882929809
77939,0.9024623909712283
78114.89999999999,0.9021806100626308
78290.8,0.9024873876226543
78466.7,0.902444446571948
78642.60000000001,0.9027466135674416
78818.5,0.9027015804372233
78994.39999999999,0.9021437699879434
79170.3,0.9019127134299736
79346.2,0.9004246133479843
79522.10000000001,0.9014596153966532
79698,0.9017573931398833
79873.89999999999,0.9021253988736098
80049.8,0.9021897571784587
80225.7,0.9020366982436198
80401.60000000001,0.9022770984232277
80577.5,0.9021342131930791
80753.39999999999,0.9019629339536042
80929.3,0.9017144244432483
81105.2,0.901806973585536
81281.10000000001,0.9019155976065609
81457,0.9018398296964443
81632.89999999999,0.901246314143302
81808.8,0.9005078379883666
81984.7,0.9012435717084967
82160.60000000001,0.9018763464462959
82336.5,0.9015414472284591
82512.39999999999,0.901584984691308
82688.3,0.9017357789373581
82864.2,0.9017633193231382
83040.10000000001,0.9014991868236948
83216,0.9016829234422983
83391.89999999999,0.901837642377304
83567.8,0.9015613699494295
83743.7,0.9014271077975239
83919.60000000001,0.9009819321022611
84095.5,0.9004545106950173
84271.39999999999,0.8995497407717338
84447.3,0.9008878240761762
84623.2,0.9009099200915756
84799.10000000001,0.9010633217360488
84975,0.9015602718243605
85150.89999999999,0.9014432554618694
85326.8,0.9010467688340197
85502.7,0.9012074097728339
85678.60000000001,0.901337967291521
85854.5,0.9009753177039097
86030.39999999999,0.9005651501804365
86206.3,0.9009757474156046
86382.2,0.9003506275242886
86558.10000000001,0.8998531928781183
86734,0.8995303843275766
86909.89999999999,0.9003925533406851
87085.8,0.9007840143292349
87261.7,0.9005889045500642
87437.60000000001,0.9005209468995319
87613.5,0.9006379175878119
87789.39999999999,0.9007751473524113
87965.3,0.9005785906394533
88141.2,0.9006488177640822
88317.10000000001,0.9005922750126309
88493,0.9003979598667035
88668.89999999999,0.9004587051937445
88844.8,0.8997059107685355
89020.7,0.8991722308877752
89196.60000000001,0.8989301641414933
89372.5,0.8999280167880628
89548.39999999999,0.9001461088505788
89724.3,0.9001597734076749
89900.2,0.899861287846926
90076.10000000001,0.9001612871355655
90252,0.9000241662158546
90427.89999999999,0.9002093655166729
90603.8,0.9002380094591256
90779.7,0.9000800702334375
90955.60000000001,0.899722805420348
91131.5,0.8996992458096076
91307.39999999999,0.8991827198850501
91483.3,0.8984839484688841
91659.2,0.8986271340116272
91835.10000000001,0.8994650313450652
92011,0.899536817649442
92186.89999999999,0.8996841823925192
92362.8,0.8995672429051305
92538.7,0.8997742685323564
92714.60000000001,0.8996054916536582
92890.5,0.8996361991074801
93066.39999999999,0.8994931614694588
93242.3,0.8995925206792253
93418.2,0.8990074792780902
93594.10000000001,0.8991078449574286
93770,0.89871064989466
93945.89999999999,0.8977643675368633
94121.8,0.898142605818066
94297.7,0.8990835051517175
94473.60000000001,0.8990631455845151
94649.5,0.8992756540483482
94825.39999999999,0.8988084334137882
95001.3,0.8989566072538366
95177.2,0.8990573595260823
95353.10000000001,0.8989459335403921
95529,0.898902966218445
95704.89999999999,0.8991444326018221
95880.8,0.8991009253869746
96056.7,0.8986904748941075
96232.60000000001,0.8982620623776514
96408.5,0.8973970690481277
96584.39999999999,0.8979464070472398
96760.3,0.8983032467326975
96936.2,0.8985891521943532
97112.10000000001,0.8985395778880643
97288,0.89875965920663
97463.89999999999,0.8985066388483245
97639.8,0.8984453482626635
97815.7,0.8986478223961412
97991.60000000001,0.8985549146162048
98167.5,0.8986762987141789
98343.39999999999,0.8985263926404238
98519.3,0.8982564560131472
98695.2,0.8978573081080464
98871.10000000001,0.8978595729472075
99047,0.8974888107168852
99222.89999999999,0.8966297022991987
99398.8,0.8973020565622303
99574.7,0.8978891166659331
99750.60000000001,0.8978312967813986
99926.5,0.898212995916762
100102.4,0.8977441928444405
100278.3,0.8978472312380262
100454.2,0.8977627930822503
100630.1,0.89794039356517
100806,0.897950439985987
100981.9,0.8978286921677365
101157.8,0.8978800289221468
101333.7,0.8977952982611624
101509.6,0.8977235705153582
101685.5,0.8973925869240508
101861.4,0.8967088675182562
102037.3,0.8966485053645946
102213.2,0.8958637384241681
102389.1,0.8966704612681835
102565,0.8967491367090172
102740.9,0.8973907305411882
102916.8,0.8976392439863897
103092.7,0.8975015547768864
103268.6,0.8974508996869275
103444.5,0.8973760485731593
103620.4,0.8975175746336337
103796.3,0.8970713990078425
103972.2,0.8971238366111876
104148.1,0.8971624681544117
104324,0.8973718006438821
104499.9,0.8970977210477755
104675.8,0.8969064720466783
104851.7,0.8969213790970194
105027.6,0.8963972146314894
105203.5,0.8955802421076329
105379.4,0.8956360366795965
105555.3,0.8965574392555774
105731.2,0.8962126424150871
105907.1,0.8965153378878405
106083,0.8967824726953986
106258.9,0.896493744968002
106434.8,0.8964202047031279
106610.7,0.8971679440833105
106786.6,0.896706844083289
106962.5,0.8964675644213405
107138.4,0.896210326565084
107314.3,0.8964241936427326
107490.2,0.89626271877509
107666.1,0.8963184207910873
107842,0.8962156573950415
108017.9,0.8961783411369881
108193.8,0.8953028150017051
108369.7,0.8943958448150912
108545.6,0.8957880534312204
108721.5,0.895752127545842
108897.4,0.8960674466193741
109073.3,0.8964062544929905
109249.2,0.8960640404517586
109425.1,0.8962644749052898
109601,0.8961804090815688
109776.9,0.896051154780603
109952.8,0.8962108933665125
110128.7,0.8958845584049886
110304.6,0.8959628832308059
110480.5,0.895746030357874
110656.4,0.8961646989020984
110832.3,0.8957468064632683
111008.2,0.8956770595140646
111184.1,0.8948670161836768
111360,0.894462789720104
111535.9,0.8946729607006956
111711.8,0.8949488931273959
111887.7,0.8954788352213018
112063.6,0.8957733847303839
112239.5,0.8954828281144265
112415.4,0.8951558468229832
112591.3,0.8956108529377814
112767.2,0.8952837372956439
112943.1,0.8955674168460319
113119,0.895457504791338
113294.9,0.8954238133999787
113470.8,0.8951470655410692
113646.7,0.8953314185772517
113822.6,0.8949610862909443
113998.5,0.8948040034624996
114174.4,0.8944189474835774
114350.3,0.8938649842854534
114526.2,0.8936736185997809
114702.1,0.8943220094641108
114878,0.8947634733319269
115053.9,0.8948097008025642
115229.8,0.8946690686161408
115405.7,0.8949334454671282
115581.6,0.8948239177448897
115757.5,0.8949980294321779
115933.4,0.8948113350935777
116109.3,0.8944634804867049
116285.2,0.8944386027894453
116461.1,0.8945586889339838
116637,0.8945805256900005
116812.9,0.8947274308701997
116988.8,0.8944739195214835
117164.7,0.8939295861619764
117340.6,0.8934847765066998
117516.5,0.893009219509855
117692.4,0.8935036392702199
117868.3,0.894251794716362
118044.2,0.8940009705265909
118220.1,0.8946930500973465
118396,0.8939780175000525
118571.9,0.8943066180267678
118747.8,0.894578713823648
118923.7,0.893911988927617
119099.6,0.894147756794912
119275.5,0.8941171463475406
119451.4,0.8937706844684891
119627.3,0.8941470776519247
119803.2,0.8938840213165706
119979.1,0.8933791967318969
120155,0.893543535283243
120330.9,0.8929126415575902
120506.8,0.8922648869703009
120682.7,0.8930860054200602
120858.6,0.8933407205877201
121034.5,0.8935248564447535
121210.4,0.8936241504380411
121386.3,0.8939456746805147
121562.2,0.8935647326437375
121738.1,0.8936242857887209
121914,0.8935948350158506
122089.9,0.8935212729391849
122265.8,0.8931249023997037
122441.7,0.8934200209250635
122617.6,0.8933059729272139
122793.5,0.8932660898646817
122969.4,0.8934083723293279
123145.3,0.8931273528918849
123321.2,0.8925909968350633
123497.1,0.8918795493893162
123673,0.8919369746437709
123848.9,0.8922763052580552
124024.8,0.8929162124301421
124200.7,0.8932232470758896
124376.6,0.8928944724233063
124552.5,0.8929354842047578
124728.4,0.8928629869432652
124904.3,0.8927941088883278
125080.2,0.892631898121287
125256.1,0.8925415391538261
125432,0.8927064606410827
125607.9,0.8926835653973271
125783.8,0.8926238922102585
125959.7,0.8925670111029893
126135.6,0.8923886775749539
126311.5,0.8918762085220769
126487.4,0.8913653411902587
126663.3,0.8908051729882409
126839.2,0.8916923309086715
127015.1,0.8918716064204727
127191,0.8917567205909687
127366.9,0.8922961832084519
127542.8,0.8922204794795687
127718.7,0.8922189656282855
127894.6,0.8922318230562407
128070.5,0.892190631565852
128246.4,0.8922141088513162
128422.3,0.8917362478807742
128598.2,0.8920562904443774
128774.1,0.8921821567875339
128950,0.8919455229853256
129125.9,0.8915501963072795
129301.8,0.8913710923022055
129477.7,0.890809545734558
129653.6,0.8901789727111639
129829.5,0.890637890281933
130005.4,0.8914423250303884
130181.3,0.891373676462399
130357.2,0.8916086376357821
130533.1,0.8920867307298552
130709,0.891405106126273
130884.9,0.891231895750237
131060.8,0.8915933118021836
131236.7,0.8914767067170104
131412.6,0.8915284268309024
131588.5,0.8907679087878837
131764.4,0.8904743290102426
131940.3,0.890510158165863
132116.2,0.88958257226769
132292.1,0.8895554941888527
132468,0.8903512703050536
132643.9,0.8907334735223305
132819.8,0.8909586869408432
132995.7,0.8909141620359949
133171.6,0.8909352916348727
133347.5,0.8911135668472545
133523.4,0.8910455195690006
133699.3,0.8912054341924971
133875.2,0.8907312422467936
134051.1,0.8905052729711995
134227,0.8903127649890155
134402.9,0.8905065643046359
134578.8,0.8905878759465776
134754.7,0.8909010984217282
134930.6,0.8908700769844469
135106.5,0.8909004597383051
135282.4,0.8901428688043511
135458.3,0.8903213093123822
135634.2,0.8902874533913044
135810.1,0.8896703841444223
135986,0.8898831507836231
136161.9,0.8893599226505893
136337.8,0.8891046963471677
136513.7,0.8893790221016539
136689.6,0.8900061223839275
136865.5,0.8899433514201252
137041.4,0.8897472046776517
137217.3,0.8904885577156716
137393.2,0.8899612125678731
137569.1,0.8900981985795641
137745,0.8897998391402281
137920.9,0.8897509807691202
138096.8,0.8900098833168767
138272.7,0.889902777644204
138448.6,0.8899308182652008
138624.5,0.8901705167994509
138800.4,0.8897291167504495
138976.3,0.8895571250856602
139152.2,0.8895691941066368
139328.1,0.8898344126928417
139504,0.8896441747691336
139679.9,0.8895963382006392
139855.8,0.8895621475249601
140031.7,0.8890821698460268
140207.6,0.8887283719567298
140383.5,0.8881581901233326
140559.4,0.8885231767763941
140735.3,0.8883342039146968
140911.2,0.8888192201418785
141087.1,0.8888896364465444
141263,0.8891659334217201
141438.9,0.8893144808759806
141614.8,0.8888439236053969
141790.7,0.8887195505756434
141966.6,0.8892029522656381
142142.5,0.8893475936208668
142318.4,0.8886356616370651
142494.3,0.8889682120419891
142670.2,0.8886478233780126
142846.1,0.8888466688168017
143022,0.888881566912561
143197.9,0.8888503174961262
143373.8,0.888803021413282
143549.7,0.8888755870193663
143725.6,0.8885456016534149
143901.5,0.8886475987465261
144077.4,0.8878026287101193
144253.3,0.887669621859716
144429.2,0.8870006068714202
144605.1,0.8870038411071612
144781,0.8876832945399136
144956.9,0.8881993651629575
145132.8,0.8885894651241794
145308.7,0.8879891880299406
145484.6,0.8884256317008803
145660.5,0.888348567013269
145836.4,0.8882430619229443
146012.3,0.8881701147561812
146188.2,0.8881532096351841
146364.1,0.8882231702178545
146540,0.8883085858312186
146715.9,0.888160776578079
146891.8,0.8877127362909996
147067.7,0.8877699931227677
147243.6,0.8877797837844768
147419.5,0.8879619004039612
147595.4,0.8877955687317277
147771.3,0.8875139071278102
147947.2,0.8876693966660099
148123.1,0.8874004266099038
148299,0.8864657033690688
148474.9,0.8864169287832604
148650.8,0.8860631671399132
148826.7,0.8865281846297173
149002.6,0.8871254702189881
149178.5,0.8872402546752679
149354.4,0.8872886436834633
149530.3,0.8874917232647195
149706.2,0.887145160939281
149882.1,0.8875179160270359
150058,0.887019621548367
150233.9,0.8875614521322186
150409.8,0.8872888117296092
150585.7,0.8870397330568395
150761.6,0.8871235523172418
150937.5,0.8869520321267941
151113.4,0.8869115112902686
151289.3,0.8872449033297066
151465.2,0.887429165486838
151641.1,0.8871149652832649
151817,0.8867922555652723
151992.9,0.8864386394181005
152168.8,0.8862719613523434
152344.7,0.8860900981541651
152520.6,0.8852697515752681
152696.5,0.8854347411863661
152872.4,0.8859535886795951
153048.3,0.886465366499505
153224.2,0.8863394553212586
153400.1,0.8866448482112319
153576,0.8863895970625539
153751.9,0.8867234831053598
153927.8,0.8867034375493072
154103.7,0.8864509316824261
154279.6,0.8860286178587625
154455.5,0.8861313495441312
154631.4,0.8860902351982293
154807.3,0.8862528050920551
154983.2,0.8861467739955324
155159.1,0.8863027532208789
155335,0.886258708318584
155510.9,0.8859158715224691
155686.8,0.8858566914825708
155862.7,0.8857421462883841
156038.6,0.8858056816091109
156214.5,0.8855367757423706
156390.4,0.8849042045326254
156566.3,0.8842716238834375
156742.2,0.8843734067846785
156918.1,0.8849368542004215
157094,0.8855050446074948
157269.9,0.8852821940053111
157445.8,0.8857869345178799
157621.7,0.8860015382805824
157797.6,0.8856333616226238
157973.5,0.8858510016999751
158149.4,0.8854157329645079
158325.3,0.8855674704858525
158501.2,0.8851226716854976
158677.1,0.8854583297616158
158853,0.8848577374945
159028.9,0.8850989611705283
159204.8,0.8853559180216786
159380.7,0.8852987294824164
159556.6,0.885639363502996
159732.5,0.8849515481311747
159908.4,0.8849591926361369
160084.3,0.8850036716033075
160260.2,0.8850543838117986
160436.1,0.8841091993393111
160612,0.8837447117988037
160787.9,0.8838473264382942
160963.8,0.8839023746667662
161139.7,0.8841412109576418
161315.6,0.8842608537688745
161491.5,0.8847493507213671
161667.4,0.8846042770972981
161843.3,0.8846601622567991
162019.2,0.8848588164607271
162195.1,0.884735818124491
162371,0.8847190728089089
162546.9,0.8848580796929604
162722.8,0.8848951161416387
162898.7,0.8846178872915078
163074.6,0.884930084049939
163250.5,0.8846351590678873
163426.4,0.8852199010754048
163602.3,0.8843257772728834
163778.2,0.8845818367516867
163954.1,0.8844523829073467
164130,0.8845747714120266
164305.9,0.8838940816226306
164481.8,0.8834929896363569
164657.7,0.8828093570648543
164833.6,0.8830986154297988
165009.5,0.8838046343086514
165185.4,0.883786162943392
165361.3,0.8841092217590569
165537.2,0.8840883733392887
165713.1,0.8844639518551075
165889,0.8839744248835135
166064.9,0.8843904251664592
166240.8,0.8842453423195775
166416.7,0.8838411530941546
166592.6,0.8840254512918957
166768.5,0.8842182495739365
166944.4,0.8841116798895574
167120.3,0.8841661307025608
167296.2,0.8843249343817582
167472.1,0.8839384858173394
167648,0.8843449984544789
167823.9,0.883836390088016
167999.8,0.8840778160315039
168175.7,0.8838668635913112
168351.6,0.8831617128248241
168527.5,0.8831314255602389
168703.4,0.8823992468602496
168879.3,0.8820235775856099
169055.2,0.8827531596265314
169231.1,0.8831428439582979
169407,0.8832322994061511
169582.9,0.8834337694268348
169758.8,0.883595277048031
169934.7,0.883303840400876
170110.6,0.883718332222852
170286.5,0.8838235861535578
170462.4,0.8830977180296027
170638.3,0.8827608163847926
170814.2,0.883509213847594
170990.1,0.8832117218295307
171166,0.8830526967452471
171341.9,0.8833875782738928
171517.8,0.8830559633582318
171693.7,0.883055114202681
171869.6,0.8831123631563443
172045.5,0.8826575813583171
172221.4,0.8829612340644828
172397.3,0.8826375849886385
172573.2,0.8821801402310127
172749.1,0.8820682941037067
172925,0.8811592628424459
173100.9,0.8815077900486658
173276.8,0.8819240892734936
173452.7,0.882478577238703
173628.6,0.8822270780300066
173804.5,0.8821263419064854
173980.4,0.8829866099078243
174156.3,0.8824877134010101
174332.2,0.8823480798269611
174508.1,0.8824493471930728
174684,0.8823412775095971
174859.9,0.8821823874266557
175035.8,0.8821368525112439
175211.7,0.8823079522097378
175387.6,0.882028147589107
175563.5,0.8828194067903261
175739.4,0.8823839212662015
175915.3,0.8822786011688122
176091.2,0.8823738933067423
176267.1,0.8820777139984104
176443,0.882025409421611
176618.9,0.8815016049453499
176794.8,0.8811874059850913
176970.7,0.8801953703649673
177146.6,0.8806529369409551
177322.5,0.8813023685271917
177498.4,0.881784811363132
177674.3,0.8815217629564717
177850.2,0.8816253943304294
178026.1,0.8817704503508341
178202,0.8813696050418502
178377.9,0.8817828477770223
178553.8,0.881396285022798
178729.7,0.8813835579267667
178905.6,0.8813291129762517
179081.5,0.881591890862874
179257.4,0.8815661063586282
179433.3,0.8811317810406216
179609.2,0.8813290301553464
179785.1,0.8812303076298387
179961,0.8815543964416876
180136.9,0.8811931378381869
180312.8,0.8810923564331392
180488.7,0.8807566061854497
180664.6,0.8806592888019896
180840.5,0.8801722390619499
181016.4,0.8795477657235986
181192.3,0.8798533846672348
181368.2,0.8804953203931978
181544.1,0.8803640509064075
181720,0.8808769878137592
181895.9,0.8804857387315274
182071.8,0.8805068104557989
182247.7,0.8811080086347839
182423.6,0.8809848697928359
182599.5,0.8809497584835287
182775.4,0.8806889645870186
182951.3,0.880455525241431
183127.2,0.88028365596078
183303.1,0.8808555857917111
183479,0.8807327033159256
183654.9,0.8803547190441474
183830.8,0.8805420042319142
184006.7,0.8802835086220383
184182.6,0.8804981905784877
184358.5,0.8801675004386913
184534.4,0.8800445145028953
184710.3,0.8798309696239168
184886.2,0.879233474052517
185062.1,0.8788318914910552
185238,0.8785338871701052
185413.9,0.8792493370073018
185589.8,0.8793441848607167
185765.7,0.879711438315657
185941.6,0.880258544369281
186117.5,0.8795999968613276
186293.4,0.8797030058736224
186469.3,0.8798912594139945
186645.2,0.8797184066822057
186821.1,0.8797968729317934
186997,0.879930808692306
187172.9,0.8794834072967153
187348.8,0.8794493918294753
187524.7,0.8798809031590655
187700.6,0.8793352869709297
187876.5,0.8796325825143563
188052.4,0.8794935343238507
188228.3,0.8795164275310967
188404.2,0.8791143887353727
188580.1,0.8793676226520778
188756,0.8787337537930169
188931.9,0.8785929912936675
189107.8,0.8778506576787098
189283.7,0.8772379620001476
189459.6,0.8783992218431294
189635.5,0.8785518969648037
189811.4,0.8789938482780905
189987.3,0.8788379745904393
190163.2,0.8785654286247779
190339.1,0.8790688877899475
190515,0.8789525999438293
190690.9,0.8789209774970193
190866.8,0.8789678157930378
191042.7,0.8790437119748244
191218.6,0.8788955671950963
191394.5,0.8789551315419232
191570.4,0.8788318355351428
191746.3,0.8784630459482419
191922.2,0.8785805584425805
192098.1,0.8784195657170417
192274,0.878668316027875
192449.9,0.8784947061607784
192625.8,0.8778993806173047
192801.7,0.8777739139627739
192977.6,0.877994173774249
193153.5,0.8770026895032342
193329.4,0.8769261740490906
193505.3,0.876625888761272
193681.2,0.8772360602015639
193857.1,0.8776522525287582
194033,0.878043299995747
194208.9,0.878101079046565
194384.8,0.8781504203174837
194560.7,0.877687103904278
194736.6,0.8779843224764348
194912.5,0.8776033758146815
195088.4,0.8777272347912103
195264.3,0.8779243725234538
195440.2,0.877790682103696
195616.1,0.8777990587977975
195792,0.8776615543312278
195967.9,0.8774078834233442
196143.8,0.8774004271732463
196319.7,0.877757258596478
196495.6,0.8775129264399799
196671.5,0.8773811388314696
196847.4,0.8773872821050059
197023.3,0.8775536902050034
197199.2,0.8773875427164641
197375.1,0.8768355858555515
197551,0.876689101640429
197726.9,0.8768439139939068
197902.8,0.8764991959465387
198078.7,0.8759866980263938
198254.6,0.8756781884778336
198430.5,0.8753089953691491
198606.4,0.8758567329653412
198782.3,0.8763510306963083
198958.2,0.8760991713730443
199134.1,0.8761493745641775
199310,0.8764998894486681
199485.9,0.8769628298881178
199661.8,0.8764301838075467
199837.7,0.8766810707346613
200013.6,0.8765976250227454
200189.5,0.8768436732772608
200365.4,0.8769044529125162
200541.3,0.8763582933667903
200717.2,0.8765228159857218
200893.1,0.8763078994485604
201069,0.8765291197988058
201244.9,0.8765999401976831
201420.8,0.8764537250215422
201596.7,0.876088072090326
201772.6,0.8760583525005998
201948.5,0.8763868462226621
202124.4,0.8761245551872944
202300.3,0.8758830502651681
202476.2,0.8759228079765641
202652.1,0.8760786220834735
202828,0.876136619889087
203003.9,0.8760540081781141
203179.8,0.8762017866039119
203355.7,0.8755026523700817
203531.6,0.8754057511643503
203707.5,0.875172772039609
203883.4,0.8753992561938828
204059.3,0.8748139803443677
204235.2,0.8746908222099417
204411.1,0.8740176861378794
204587,0.8742679422594054
204762.9,0.8744565804777361
204938.8,0.8747303589447755
205114.7,0.8748962955489414
205290.6,0.8753671328368637
205466.5,0.8748566888526095
205642.4,0.8753745219849094
205818.3,0.8750210977024999
205994.2,0.8749933657747351
206170.1,0.8751486324640779
206346,0.8748552998323356
206521.9,0.8749758319313214
206697.8,0.874780539717539
206873.7,0.875069867633681
207049.6,0.8744398419601049
207225.5,0.875021308152043
207401.4,0.8752487976734034
207577.3,0.8747053737327183
207753.2,0.8746933915042363
207929.1,0.8741743499193788
208105,0.8748301478495863
208280.9,0.8751738505358562
208456.8,0.8744453529799472
208632.7,0.8748235591398822
208808.6,0.8748364849872579
208984.5,0.8742817888592342
209160.4,0.8743819254936627
209336.3,0.8742957448412955
209512.2,0.8742509068891567
209688.1,0.8742966058154755
209864,0.8737622421615634
210039.9,0.8734420871757436
210215.8,0.8731854277557326
210391.7,0.8728300778642166
210567.6,0.8720445517087919
210743.5,0.8730010449238909
210919.4,0.8731931131139389
211095.3,0.8733920367142882
211271.2,0.8735203274034885
211447.1,0.8730160774115103
211623,0.8733045272665894
211798.9,0.8735619247917448
211974.8,0.8733852904477795
212150.7,0.8732278559578682
212326.6,0.8736695323134562
212502.5,0.8739584175357207
212678.4,0.8741609250594081
212854.3,0.8736696148786371
213030.2,0.8734227350928384
213206.1,0.8733918204824709
213382,0.8735158950223603
213557.9,0.8733654503391032
213733.8,0.8730606333386131
213909.7,0.8735075936528048
214085.6,0.8734112818642489
214261.5,0.8730249141763171
214437.4,0.873130261178831
214613.3,0.8726720537668735
214789.2,0.8731131226386194
214965.1,0.873071072946242
215141,0.8731572840711608
215316.9,0.8726010496316322
215492.8,0.8729895324284629
215668.7,0.8725697374202128
215844.6,0.8725140141966183
216020.5,0.8719047745994737
216196.4,0.871818913438224
216372.3,0.8718636447609219
216548.2,0.871288707730117
216724.1,0.8710430209347978
216900,0.8719933233232497
217075.9,0.871673404439729
